id,time,activityrecognition#0,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.light#mean,android.sensor.light#min,android.sensor.light#max,android.sensor.light#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.pressure#mean,android.sensor.pressure#min,android.sensor.pressure#max,android.sensor.pressure#std,android.sensor.proximity#mean,android.sensor.proximity#min,android.sensor.proximity#max,android.sensor.proximity#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,android.sensor.step_counter#mean,android.sensor.step_counter#min,android.sensor.step_counter#max,android.sensor.step_counter#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target,user
16170,78.0,,100.0,9.81147629156,9.75889547269,9.849410956389999,0.0146255073331,0.0293404701347,0.0290141820322,0.0295264272136,0.00011870091454000004,9.806650149680001,9.80664908184,9.80665101272,4.78069230071e-07,0.00165077522136,0.0,0.003533082558530001,0.000736963641413,0.0162213599906,0.014172422131399999,0.018695315759400002,0.000981864545925,0.0,0.0,0.0,0.0,0.0209778383629,0.00249536633909,0.05240958239540002,0.011044687215799999,57.099637898299996,56.6903871922,57.5759501429,0.17754877237599995,51.3635659024,51.1997072531,51.539208378299996,0.08089925897999999,354.286933099,353.598334711,354.942707018,0.2456763287,1004.09026074,1004.0554,1004.1279,0.0174157640628,8.0,8.0,8.0,,0.050413140269,0.044777159255599996,0.056351353834699996,0.00210922613983,28966.0,28966.0,28966.0,,,,,,0.0,0.0,0.0,0.0,Still,U12
15871,145.0,,100.0,9.93920678262,7.70743742161,17.1466311902,1.7759442966999999,0.9999246058239999,0.99990333472,0.999945876927,3.00818830563e-05,9.80662395218,9.80662395218,9.80662395218,6.47497680352e-07,0.0363257142488,0.0116693879272,0.059387896024199985,0.020289700218099997,0.0390225389502,0.0141323301437,0.0854936945061,0.018629399919999998,0.0,0.0,0.0,,0.879220182554,0.641116952922,1.18580992175,0.278729993124,29.3512875433,28.1725051708,30.3860165208,0.921547089535,82.7677601815,82.40989018319999,83.1256301799,0.506104605233,332.695576665,330.46105368400003,339.108607447,1.7058161973700001,1008.2746599999999,1008.2746599999999,1008.2746599999999,,,,,,0.999981228739,0.9999630537090001,0.999999403768,2.57033732154e-05,,,,,89.20021019100002,89.06514335,89.3352770319,0.191013358299,16.539348999999998,16.539348999999998,16.539348999999998,0.6285945939509999,Car,U12
16811,150.0,,100.0,9.82717783631,9.80481712742,9.84926211274,0.0111991059917,0.6652154068680001,0.665212600816,0.665218212919,3.96835608801e-06,9.806650224010001,9.806650024489999,9.80665042352,2.82156820261e-07,0.00152461653211,0.0,0.0026093544660999997,0.000712700740663,0.016301566129,0.014644965546500001,0.0173739375996,0.000875953734805,2.0,2.0,2.0,0.707106781187,0.0341102311454,0.0257091365417,0.042511325749199996,0.011880941927399998,29.904926993000004,29.741721537300002,30.038308873800002,0.130851298779,55.695716383500006,55.501801772600004,55.8685063341,0.128945251661,74.7526531434,73.2234934719,75.2685742895,0.413704157311,1005.9775400000001,1005.9775400000001,1005.9775400000001,,8.0,8.0,8.0,,0.610456220789,0.610456220789,0.610456220789,0.011312335820200001,,,,,,,,,0.0,0.0,0.0,0.0,Still,U12
15831,105.0,,77.0,9.67303911332,7.6596737286100005,12.3042975935,0.8625532584289999,0.996220934012,0.993780916194,0.99866095183,0.0034507062906499997,9.80663764374,9.80663764374,9.80663764374,2.12056373828e-06,0.0364403150565,0.0204630617713,0.0525122451551,0.0105527726211,0.0507587448203,0.0247315778968,0.0818868991653,0.018036503333,0.0,0.0,0.0,,1.48836057989,0.575910313171,2.41587896373,0.920076869003,37.8364706079,37.52572451,38.1472167058,0.439461346105,95.7438206305,95.6643091367,95.82333212430001,0.112446232897,373.556039427,359.89724974800004,397.071741295,8.87001056741,1006.9504400000001,1006.9504400000001,1006.9504400000001,,,,,,0.998112317214,0.998112317214,0.998112317214,0.00278751762314,,,,,87.47037709940003,87.47037709940003,87.47037709940003,2.28418636125,17.739895,17.739895,17.739895,0.6285945939509999,Car,U12
13480,559.0,,100.0,9.33048171135,9.149029238119999,9.52004390746,0.10385656288999999,,,,,,,,,,,,,,,,,33.5,33.0,34.0,0.707106781187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.361127236499996,57.361127236499996,57.361127236499996,1.00661125342,0.0,0.0,0.0,0.0,Car,U8
18786,41.0,,100.0,9.78977129281,9.758750712100001,9.816196875900001,0.0134885934094,0.295890065254,0.295890065254,0.295890065254,4.22409326952e-05,9.80664975354,9.80664975354,9.80664975354,3.43477119119e-07,0.00409986525381,0.0027318724481800003,0.006579220148109999,0.00180112306541,0.0429908440802,0.041700226114599996,0.0441516557365,0.00101786284223,45.0,45.0,45.0,,0.027440833538,0.023156696090199998,0.0319007138504,0.00364154653192,113.64334209100001,113.19072486,114.011622215,0.19343290041900002,170.802621765,170.521376959,170.99207584,0.24841198194699998,336.89150691599997,336.89150691599997,336.89150691599997,0.0472997851057,1036.9332,1036.9189999999999,1036.95,0.0110624364405,,,,,0.201198417294,0.201079137095,0.201317697493,0.00016868767514800005,,,,,65.1583690063,65.1583690063,65.1583690063,,,,,,Train,U7
15268,20.0,,100.0,9.90601147575,6.4316456970099996,14.2026033269,1.0446841039299999,0.700760401063,0.686746497181,0.718339230274,0.00709599246979,9.80663268921,9.806615291970001,9.806647738139999,5.4846081819e-06,0.140902237072,0.00656673118978,0.6904138224070001,0.119666966016,0.142145208906,0.006821020658109999,0.680812351492,0.118567845364,6.814814814809999,3.0,11.0,2.57259278127,1.00351975401,0.0410309532002,4.401256661730001,0.739564645855,26.3738354033,25.8213103889,27.067878006999997,0.35285058523900004,59.4787766729,58.64691126050001,60.9762248749,0.581645221564,253.10237864,244.98859587400003,260.128645117,3.28471059504,1007.78348,1007.7224,1007.8657,0.0404420142737,5.33333333333,0.0,8.0,4.61880215352,0.9291867329369999,0.914070200184,0.941615192379,0.006542373373270001,12992.25,12987.0,12995.0,3.59397644214,,,,,7.797239266669999,7.587349400000001,8.146695,0.304673347068,Bus,U12
12177,234.0,,100.0,9.864564603069999,9.55466288207,10.3433459018,0.114261228016,0.783412281389,0.77993542066,0.795632957562,0.00556877615304,9.80655905389,9.80655905389,9.80655905389,1.31532892159e-05,0.131283456879,0.131283456879,0.131283456879,0.0033307834582500004,0.0671507338295,0.0671507338295,0.0671507338295,1.16183603545,135.0,135.0,135.0,,0.07174733300689999,0.07174733300689999,0.07174733300689999,0.289834150485,47.1691114892,46.556165676499994,47.7820573019,0.8668362813200001,236.932685918,236.932685918,236.932685918,2.38690913226,181.20864996400002,180.446099431,182.81773035700002,0.9839914587690001,,,,,,,,,0.999972632859,0.999952701343,0.999997205748,2.26123255981e-05,9242.0,9242.0,9242.0,,70.5706212127,70.5706212127,70.5706212127,7.97487839913,0.0,0.0,0.0,,Still,U10
9972,11.0,,100.0,9.36572732401,3.75871187487,13.7248098125,2.5084267287,0.693535970167,0.693535970167,0.693535970167,0.0032883295971399998,9.80663776961,9.806634445850001,9.806641093360001,4.70049939917e-06,0.296977564711,0.0495319320474,0.7707318781039999,0.231980726229,0.334016276273,0.05765236264940001,0.790935754099,0.22677302752599998,1.0,1.0,1.0,,0.398539539639,0.398539539639,0.398539539639,,83.29249110100001,83.11630544239999,83.4686767596,0.249164147888,105.677528359,105.677528359,105.677528359,6.27413956136,349.534385901,346.565446753,351.76024687,1.74726884005,1021.45215,1021.45215,1021.45215,,,,,,0.5784314442,0.5784314442,0.5784314442,0.0097035053883,,,,,85.0313044729,85.0313044729,85.0313044729,7.03572217878,6.9650240000000005,6.9650240000000005,6.9650240000000005,0.204413963839,Car,U13
18258,7.0,,100.0,9.82620101548,8.52210623851,11.3644736774,0.38926343710699995,0.4145501521280001,0.39758580303499996,0.4315145012210001,0.0239912125642,9.8066447521,9.8066447521,9.8066447521,,0.029334805146499998,0.028126348093,0.0305432622,0.00170901635461,0.102843297578,0.102843297578,0.102843297578,0.046960852836100006,,,,,1.3600782500600002,1.3600782500600002,1.3600782500600002,0.48002345082500003,44.63339556880001,44.63339556880001,44.63339556880001,0.250899422577,164.16998287799998,164.16998287799998,164.16998287799998,0.266572059806,218.687147084,218.687147084,218.687147084,,,,,,0.0,0.0,0.0,,0.9645347220620001,0.9645347220620001,0.9645347220620001,0.016306794437299998,,,,,78.50624183,78.50624183,78.50624183,0.7277914288289999,2.6472714,2.6472714,2.6472714,0.463508424357,Bus,U7
